code,name,cause_group,death_circumstance,coronial_investigation_risk,registration_complexity
A66.3,Hyperkeratosis of yaws,Infectious diseases,Expected medically managed,Low,Standard
A66.4,Gummata and ulcers of yaws,Infectious diseases,Expected medically managed,Low,Standard
A66.5,Gangosa,Infectious diseases,Expected medically managed,Low,Standard
A66.6,Bone and joint lesions of yaws,Infectious diseases,Expected medically managed,Low,Standard
A66.7,Other manifestations of yaws,Infectious diseases,Expected medically managed,Low,Standard
A66.8,Latent yaws,Infectious diseases,Expected medically managed,Low,Standard
A66.9,"Yaws, unspecified",Infectious diseases,Expected medically managed,Low,Standard
A67,Pinta [carate],Infectious diseases,Expected medically managed,Low,Standard
A67.0,Primary lesions of pinta,Infectious diseases,Expected medically managed,Low,Standard
A67.1,Intermediate lesions of pinta,Infectious diseases,Expected medically managed,Low,Standard
A67.2,Late lesions of pinta,Infectious diseases,Expected medically managed,Low,Standard
A67.3,Mixed lesions of pinta,Infectious diseases,Expected medically managed,Low,Standard
A67.9,"Pinta, unspecified",Infectious diseases,Expected medically managed,Low,Standard
A68,Relapsing fevers,Infectious diseases,Expected medically managed,Low,Standard
A68.0,Louse-borne relapsing fever,Infectious diseases,Expected medically managed,Low,Standard
A68.1,Tick-borne relapsing fever,Infectious diseases,Expected medically managed,Low,Standard
A68.9,"Relapsing fever, unspecified",Infectious diseases,Expected medically managed,Low,Standard
A69,Other spirochaetal infections,Infectious diseases,Expected medically managed,Low,Standard
A69.0,Necrotizing ulcerative stomatitis,Infectious diseases,Expected medically managed,Low,Standard
A69.1,Other Vincent infections,Infectious diseases,Expected medically managed,Low,Standard
A69.2,Lyme disease,Infectious diseases,Expected medically managed,Low,Standard
A69.8,Other specified spirochaetal infections,Infectious diseases,Expected medically managed,Low,Standard
A69.9,"Spirochaetal infection, unspecified",Infectious diseases,Expected medically managed,Low,Standard
A70,Chlamydia psittaci infection,Infectious diseases,Expected medically managed,Low,Standard
A71,Trachoma,Infectious diseases,Expected medically managed,Low,Standard
A71.0,Initial stage of trachoma,Infectious diseases,Expected medically managed,Low,Standard
A71.1,Active stage of trachoma,Infectious diseases,Expected medically managed,Low,Standard
A71.9,"Trachoma, unspecified",Infectious diseases,Expected medically managed,Low,Standard
A74,Other diseases caused by chlamydiae,Infectious diseases,Expected medically managed,Low,Standard
A74.0,Chlamydial conjunctivitis,Infectious diseases,Expected medically managed,Low,Standard
A74.8,Other chlamydial diseases,Infectious diseases,Expected medically managed,Low,Standard
A74.9,"Chlamydial infection, unspecified",Infectious diseases,Expected medically managed,Low,Standard
A75,Typhus fever,Infectious diseases,Expected medically managed,Low,Standard
A75.0,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,Infectious diseases,Expected medically managed,Low,Standard
A75.1,Recrudescent typhus [Brill disease],Infectious diseases,Expected medically managed,Low,Standard
A75.2,Typhus fever due to Rickettsia typhi,Infectious diseases,Expected medically managed,Low,Standard
A75.3,Typhus fever due to Rickettsia tsutsugamushi,Infectious diseases,Expected medically managed,Low,Standard
A75.9,"Typhus fever, unspecified",Infectious diseases,Expected medically managed,Low,Standard
A77,Spotted fever [tick-borne rickettsioses],Infectious diseases,Expected medically managed,Low,Standard
A77.0,Spotted fever due to Rickettsia rickettsii,Infectious diseases,Expected medically managed,Low,Standard
A77.1,Spotted fever due to Rickettsia conorii,Infectious diseases,Expected medically managed,Low,Standard
A77.2,Spotted fever due to Rickettsia sibirica,Infectious diseases,Expected medically managed,Low,Standard
A77.3,Spotted fever due to Rickettsia australis,Infectious diseases,Expected medically managed,Low,Standard
A77.8,Other spotted fevers,Infectious diseases,Expected medically managed,Low,Standard
A77.9,"Spotted fever, unspecified",Infectious diseases,Expected medically managed,Low,Standard
A78,Q fever,Infectious diseases,Expected medically managed,Low,Standard
A79,Other rickettsioses,Infectious diseases,Expected medically managed,Low,Standard
A79.0,Trench fever,Infectious diseases,Expected medically managed,Low,Standard
A79.1,Rickettsialpox due to Rickettsia akari,Infectious diseases,Expected medically managed,Low,Standard
A79.8,Other specified rickettsioses,Infectious diseases,Expected medically managed,Low,Standard
A79.9,"Rickettsiosis, unspecified",Infectious diseases,Expected medically managed,Low,Standard
A80,Acute poliomyelitis,Infectious diseases,Expected medically managed,Low,Standard
A80.0,"Acute paralytic poliomyelitis, vaccine-associated",Infectious diseases,Expected medically managed,Low,Standard
A80.1,"Acute paralytic poliomyelitis, wild virus, imported",Infectious diseases,Expected medically managed,Low,Standard
A80.2,"Acute paralytic poliomyelitis, wild virus, indigenous",Infectious diseases,Expected medically managed,Low,Standard
A80.3,"Acute paralytic poliomyelitis, other and unspecified",Infectious diseases,Expected medically managed,Low,Standard
A80.4,Acute nonparalytic poliomyelitis,Infectious diseases,Expected medically managed,Low,Standard
A80.9,"Acute poliomyelitis, unspecified",Infectious diseases,Expected medically managed,Low,Standard
A81,Atypical virus infections of central nervous system,Infectious diseases,Expected medically managed,Low,Standard
A81.0,Creutzfeldt-Jakob disease,Infectious diseases,Expected medically managed,Low,Standard
A81.1,Subacute sclerosing panencephalitis,Infectious diseases,Expected medically managed,Low,Standard
A81.2,Progressive multifocal leukoencephalopathy,Infectious diseases,Expected medically managed,Low,Standard
A81.8,Other atypical virus infections of central nervous system,Infectious diseases,Expected medically managed,Low,Standard
A81.9,"Atypical virus infection of central nervous system, unspecified",Infectious diseases,Expected medically managed,Low,Standard
A82,Rabies,Infectious diseases,Expected medically managed,Low,Standard
A82.0,Sylvatic rabies,Infectious diseases,Expected medically managed,Low,Standard
A82.1,Urban rabies,Infectious diseases,Expected medically managed,Low,Standard
A82.9,"Rabies, unspecified",Infectious diseases,Expected medically managed,Low,Standard
A83,Mosquito-borne viral encephalitis,Infectious diseases,Expected medically managed,Low,Standard
A83.0,Japanese encephalitis,Infectious diseases,Expected medically managed,Low,Standard
A83.1,Western equine encephalitis,Infectious diseases,Expected medically managed,Low,Standard
A83.2,Eastern equine encephalitis,Infectious diseases,Expected medically managed,Low,Standard
A83.3,St Louis encephalitis,Infectious diseases,Expected medically managed,Low,Standard
A83.4,Australian encephalitis,Infectious diseases,Expected medically managed,Low,Standard
A83.5,California encephalitis,Infectious diseases,Expected medically managed,Low,Standard
A83.6,Rocio virus disease,Infectious diseases,Expected medically managed,Low,Standard
A83.8,Other mosquito-borne viral encephalitis,Infectious diseases,Expected medically managed,Low,Standard
A83.9,"Mosquito-borne viral encephalitis, unspecified",Infectious diseases,Expected medically managed,Low,Standard
A84,Tick-borne viral encephalitis,Infectious diseases,Expected medically managed,Low,Standard
A84.0,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],Infectious diseases,Expected medically managed,Low,Standard
A84.1,Central European tick-borne encephalitis,Infectious diseases,Expected medically managed,Low,Standard
A84.8,Other tick-borne viral encephalitis,Infectious diseases,Expected medically managed,Low,Standard
A84.9,"Tick-borne viral encephalitis, unspecified",Infectious diseases,Expected medically managed,Low,Standard
A85,"Other viral encephalitis, not elsewhere classified",Infectious diseases,Expected medically managed,Low,Standard
A85.0,Enteroviral encephalitis,Infectious diseases,Expected medically managed,Low,Standard
A85.1,Adenoviral encephalitis,Infectious diseases,Expected medically managed,Low,Standard
A85.2,"Arthropod-borne viral encephalitis, unspecified",Infectious diseases,Expected medically managed,Low,Standard
A85.8,Other specified viral encephalitis,Infectious diseases,Expected medically managed,Low,Standard
A86,Unspecified viral encephalitis,Infectious diseases,Expected medically managed,Low,Standard
A87,Viral meningitis,Infectious diseases,Expected medically managed,Low,Standard
A87.0,Enteroviral meningitis,Infectious diseases,Expected medically managed,Low,Standard
A87.1,Adenoviral meningitis,Infectious diseases,Expected medically managed,Low,Standard
A87.2,Lymphocytic choriomeningitis,Infectious diseases,Expected medically managed,Low,Standard
A87.8,Other viral meningitis,Infectious diseases,Expected medically managed,Low,Standard
A87.9,"Viral meningitis, unspecified",Infectious diseases,Expected medically managed,Low,Standard
A88,"Other viral infections of central nervous system, not elsewhere classified",Infectious diseases,Expected medically managed,Low,Standard
A88.0,Enteroviral exanthematous fever [Boston exanthem],Infectious diseases,Expected medically managed,Low,Standard
A88.1,Epidemic vertigo,Infectious diseases,Expected medically managed,Low,Standard
A88.8,Other specified viral infections of central nervous system,Infectious diseases,Expected medically managed,Low,Standard
A89,Unspecified viral infection of central nervous system,Infectious diseases,Expected medically managed,Low,Standard
A92,Other mosquito-borne viral fevers,Infectious diseases,Expected medically managed,Low,Standard
A92.0,Chikungunya virus disease,Infectious diseases,Expected medically managed,Low,Standard
A92.1,O'nyong-nyong fever,Infectious diseases,Expected medically managed,Low,Standard
A92.2,Venezuelan equine fever,Infectious diseases,Expected medically managed,Low,Standard
A92.3,West Nile virus infection,Infectious diseases,Expected medically managed,Low,Standard
A92.4,Rift Valley fever,Infectious diseases,Expected medically managed,Low,Standard
A92.5,Zika virus disease,Infectious diseases,Expected medically managed,Low,Standard
A92.8,Other specified mosquito-borne viral fevers,Infectious diseases,Expected medically managed,Low,Standard
A92.9,"Mosquito-borne viral fever, unspecified",Infectious diseases,Expected medically managed,Low,Standard
A93,"Other arthropod-borne viral fevers, not elsewhere classified",Infectious diseases,Expected medically managed,Low,Standard
A93.0,Oropouche virus disease,Infectious diseases,Expected medically managed,Low,Standard
A93.1,Sandfly fever,Infectious diseases,Expected medically managed,Low,Standard
A93.2,Colorado tick fever,Infectious diseases,Expected medically managed,Low,Standard
A93.8,Other specified arthropod-borne viral fevers,Infectious diseases,Expected medically managed,Low,Standard
A94,Unspecified arthropod-borne viral fever,Infectious diseases,Expected medically managed,Low,Standard
A95,Yellow fever,Infectious diseases,Expected medically managed,Low,Standard
A95.0,Sylvatic yellow fever,Infectious diseases,Expected medically managed,Low,Standard
A95.1,Urban yellow fever,Infectious diseases,Expected medically managed,Low,Standard
A95.9,"Yellow fever, unspecified",Infectious diseases,Expected medically managed,Low,Standard
A96,Arenaviral haemorrhagic fever,Infectious diseases,Expected medically managed,Low,Standard
A96.0,Junin haemorrhagic fever,Infectious diseases,Expected medically managed,Low,Standard
A96.1,Machupo haemorrhagic fever,Infectious diseases,Expected medically managed,Low,Standard
A96.2,Lassa fever,Infectious diseases,Expected medically managed,Low,Standard
A96.8,Other arenaviral haemorrhagic fevers,Infectious diseases,Expected medically managed,Low,Standard
A96.9,"Arenaviral haemorrhagic fever, unspecified",Infectious diseases,Expected medically managed,Low,Standard
A97,Dengue,Infectious diseases,Expected medically managed,Low,Standard
A97.0,Dengue without warning signs,Infectious diseases,Expected medically managed,Low,Standard
A97.1,Dengue with warning signs,Infectious diseases,Expected medically managed,Low,Standard
